UNITID,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEPSTC,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCAI,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM
197984,,,,,,,,204.0,,92.0,,,,,,20.0,10.0,,37.0,5.0,,3.0,2.0,20.0,,2.0
197993,,,,,,,,168.0,,62.0,,,,,,30.0,2.0,6.0,,,,16.0,,41.0,,
198011,,,,,,,,142.0,,74.0,,1.0,,,,21.0,5.0,3.0,5.0,,,5.0,1.0,20.0,2.0,
198039,,,,,,,,273.0,,130.0,,,,,,36.0,9.0,9.0,10.0,4.0,,8.0,0.0,28.0,7.0,1.0
198066,,,,,,,,183.0,,64.0,,,,,,18.0,5.0,5.0,30.0,,,22.0,,34.0,,
198075,,,,,,,,14.0,,7.0,,,,,,1.0,2.0,,,,,,1.0,2.0,,
198084,,,,,,,,297.0,,112.0,,,,,,16.0,11.0,7.0,15.0,,,60.0,0.0,33.0,8.0,
198109,,,,,,,,68.0,,44.0,,,,,,4.0,2.0,,2.0,,,,,6.0,,
198118,,,,,,,,426.0,,169.0,,,,,,70.0,9.0,14.0,29.0,,,24.0,6.0,64.0,11.0,
198136,,,,,,,,870.0,,331.0,2.0,,,,,37.0,9.0,20.0,94.0,18.0,,111.0,2.0,141.0,48.0,
198154,,,,,,,,832.0,,454.0,,,,,,26.0,22.0,26.0,24.0,,,70.0,13.0,104.0,17.0,1.0
198190,,,,,,,,21.0,,17.0,,,,,,1.0,1.0,,1.0,,,,,,,
198206,,,,,,,,158.0,,65.0,,,,,,22.0,1.0,6.0,4.0,,,20.0,1.0,36.0,,
198215,,,,,,,,273.0,,98.0,,,,,,14.0,16.0,12.0,47.0,7.0,,35.0,,20.0,,
198233,,,,,,,,472.0,,229.0,,,,,,45.0,8.0,39.0,25.0,,,12.0,0.0,71.0,7.0,1.0
198242,,,,,,,,52.0,,33.0,,,,,,2.0,3.0,1.0,,,,,5.0,3.0,1.0,
198251,,,,,,,,586.0,,194.0,,,,,,61.0,7.0,11.0,53.0,1.0,,47.0,,80.0,11.0,
198260,,,,,,,,1659.0,,662.0,,,,,,165.0,64.0,81.0,106.0,0.0,,18.0,1.0,259.0,2.0,
198303,,,,,,,,217.0,,74.0,,,,,,34.0,,5.0,40.0,0.0,,22.0,,35.0,,
198321,,,,,,,,313.0,,197.0,,,,,,20.0,5.0,10.0,12.0,0.0,,3.0,,30.0,6.0,
198330,,,,,,,,449.0,,265.0,,,,,,26.0,0.0,15.0,16.0,,,28.0,3.0,65.0,5.0,2.0
198367,,,,,,,,328.0,,147.0,,,,,,46.0,16.0,8.0,24.0,,,11.0,,37.0,10.0,
198376,,,,,,,,373.0,,168.0,2.0,,,,,51.0,14.0,8.0,29.0,,,25.0,,57.0,11.0,
198385,,,,,,,,803.0,,181.0,,,,,,39.0,59.0,43.0,117.0,11.0,,154.0,7.0,96.0,33.0,
198419,,,,,,,,16398.0,,3659.0,1347.0,,,,,1425.0,1636.0,2567.0,603.0,1203.0,,968.0,52.0,2222.0,276.0,243.0
198455,,,,,,,,482.0,,205.0,,,,,,102.0,5.0,10.0,23.0,2.0,,32.0,6.0,68.0,5.0,
198464,,,,,,,,5522.0,,1574.0,2.0,223.0,,,,191.0,259.0,335.0,258.0,319.0,,581.0,2.0,1282.0,288.0,33.0
198491,,,,,,,,258.0,,86.0,,,,,,24.0,15.0,7.0,12.0,23.0,,20.0,,33.0,,
198507,,,,,,,,443.0,,125.0,,,,,,48.0,23.0,24.0,15.0,2.0,,51.0,2.0,70.0,19.0,2.0
198516,,,,,,,,1260.0,,454.0,,,,,,135.0,69.0,43.0,103.0,10.0,,146.0,,142.0,39.0,21.0
198525,,,,,,,,7.0,,4.0,,,,,,,,,,,,,,3.0,,
198534,,,,,,,,998.0,,452.0,,,,,,70.0,12.0,29.0,24.0,,,111.0,7.0,171.0,14.0,7.0
198543,,,,,,,,817.0,,268.0,,,,,,56.0,31.0,43.0,31.0,7.0,,86.0,2.0,160.0,33.0,18.0
198552,,,,,,,,896.0,,519.0,,,,,,127.0,9.0,30.0,16.0,,,27.0,,156.0,8.0,
198561,,,,,,,,569.0,,214.0,,,,,,53.0,9.0,9.0,108.0,8.0,,63.0,,86.0,,
198570,,,,,,,,549.0,,277.0,,,,,,44.0,18.0,29.0,2.0,,,24.0,1.0,66.0,23.0,
198598,,,,,,,,167.0,,62.0,,,,,,8.0,8.0,4.0,31.0,5.0,,18.0,,16.0,,
198613,,,,,,,,382.0,,130.0,,,,,,31.0,22.0,12.0,39.0,7.0,,40.0,,46.0,5.0,
198622,,,,,,,,760.0,,340.0,,1.0,,,,58.0,10.0,29.0,32.0,,,64.0,13.0,111.0,17.0,2.0
198640,,,,,,,,217.0,,108.0,,,,,,19.0,7.0,5.0,10.0,,,13.0,4.0,25.0,,
198668,,,,,,,,334.0,,196.0,,,,,,43.0,5.0,11.0,4.0,,,26.0,,34.0,5.0,
198677,,,,,,,,16.0,,10.0,1.0,,,,,1.0,0.0,0.0,,,,,,,,
198695,,,,,,,,749.0,,295.0,,,,,,69.0,46.0,38.0,113.0,6.0,,88.0,,49.0,4.0,21.0
198710,,,,,,,,290.0,,136.0,2.0,1.0,,,,31.0,12.0,5.0,17.0,,,21.0,2.0,24.0,3.0,1.0
198729,,,,,,,,172.0,,56.0,,,,,,21.0,8.0,6.0,12.0,,,8.0,0.0,23.0,3.0,
198747,,,,,,,,27.0,,13.0,,,,,,1.0,3.0,,3.0,,,,,1.0,1.0,
198756,,,,,,,,314.0,,125.0,,3.0,,,,47.0,8.0,13.0,27.0,5.0,,25.0,4.0,45.0,,
198774,,,,,,,,453.0,,187.0,,,,,,36.0,12.0,15.0,14.0,1.0,,41.0,1.0,46.0,8.0,
198808,,,,,,,,176.0,,61.0,,,,,,10.0,6.0,2.0,3.0,1.0,,11.0,,64.0,14.0,1.0
198817,,,,,,,,327.0,,185.0,,24.0,,,,17.0,2.0,8.0,7.0,,,20.0,,55.0,,
198835,,,,,,,,301.0,,147.0,,,,,,21.0,18.0,,55.0,1.0,,9.0,,20.0,,
198844,,,,,,,,15.0,,8.0,,,,,,3.0,1.0,,,,,,,2.0,,
198862,,,,,,,,213.0,,75.0,,,,,,22.0,16.0,5.0,17.0,1.0,,21.0,,32.0,,1.0
198871,,,,,,,,131.0,,34.0,,,,,,14.0,6.0,4.0,19.0,3.0,,17.0,,25.0,6.0,
198899,,,,,,,,305.0,,114.0,,,,,,40.0,6.0,6.0,45.0,7.0,,39.0,3.0,33.0,,4.0
198905,,,,,,,,128.0,,82.0,1.0,,,,,15.0,2.0,,1.0,2.0,,,,15.0,,2.0
198914,,,,,,,,164.0,,83.0,,,,,,29.0,4.0,3.0,10.0,,,,,24.0,4.0,
198923,,,,,,,,149.0,,78.0,3.0,1.0,,,,4.0,8.0,4.0,,3.0,,5.0,,12.0,5.0,
198941,,,,,,,,17.0,,13.0,,,,,,1.0,,,,,,,,1.0,,
198950,,,,,,,,442.0,,156.0,,7.0,,,,40.0,18.0,34.0,23.0,2.0,,44.0,,62.0,10.0,1.0
198969,,,,,,,,481.0,,179.0,,,,,,36.0,17.0,14.0,61.0,6.0,,77.0,4.0,49.0,15.0,3.0
198978,,,,,,,,220.0,,85.0,,,,,,20.0,18.0,,,7.0,,,72.0,17.0,,
198987,,,,,,,,345.0,,180.0,,,,,,39.0,6.0,9.0,19.0,,,23.0,5.0,49.0,1.0,0.0
199005,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,
199014,,,,,,,,4.0,,2.0,,,,,,,,,,,,,,2.0,,
199023,,,,,,,,155.0,,65.0,,,,,,13.0,6.0,3.0,1.0,,,6.0,,18.0,3.0,
199032,,,,,,,,129.0,,34.0,,,,,,6.0,12.0,5.0,20.0,0.0,,9.0,11.0,11.0,0.0,
199069,,,,,,,,339.0,,129.0,,,,,,50.0,6.0,9.0,33.0,,,17.0,,30.0,,1.0
199078,,,,,,,,20.0,,9.0,,,,,,4.0,,,,,,,,3.0,,
199087,,,,,,,,307.0,,189.0,,,,,,26.0,8.0,7.0,5.0,,,23.0,1.0,31.0,,
199102,,,,,,,,1634.0,,522.0,25.0,,,,,107.0,89.0,106.0,76.0,20.0,,129.0,1.0,374.0,77.0,11.0
199111,,,,,,,,689.0,,239.0,,,,,,43.0,42.0,28.0,40.0,9.0,,79.0,2.0,120.0,50.0,3.0
199120,,,,,,,,12466.0,,2193.0,1168.0,919.0,,,,276.0,913.0,2210.0,392.0,481.0,,790.0,,1902.0,676.0,90.0
199139,,,,,,,,3334.0,,1159.0,,,,,,183.0,169.0,258.0,186.0,32.0,,382.0,1.0,553.0,227.0,10.0
199148,,,,,,,,2438.0,,820.0,1.0,,,,,117.0,209.0,297.0,88.0,28.0,,270.0,2.0,274.0,88.0,17.0
199157,,,,,,,,1282.0,,434.0,,,,,,114.0,84.0,89.0,86.0,14.0,,114.0,1.0,212.0,48.0,7.0
199175,,,,,,,,414.0,,,,,,,,62.0,63.0,80.0,66.0,1.0,,6.0,,101.0,12.0,
199184,,,,,,,,430.0,,151.0,,,,,,43.0,21.0,13.0,22.0,3.0,,65.0,1.0,66.0,23.0,2.0
199193,,,,,,,,8545.0,,1795.0,376.0,294.0,,,,307.0,474.0,1329.0,408.0,103.0,,830.0,8.0,1319.0,412.0,49.0
199209,,,,,,,,272.0,,126.0,,,,,,84.0,,8.0,25.0,1.0,,,,21.0,,
199218,,,,,,,,1911.0,,726.0,5.0,,,,,87.0,93.0,107.0,111.0,26.0,,170.0,3.0,339.0,128.0,15.0
199263,,,,,,,,94.0,,48.0,,2.0,,,,7.0,6.0,4.0,,,,6.0,,8.0,,
199272,,,,,,,,143.0,,61.0,,,,,,8.0,3.0,5.0,11.0,3.0,,13.0,9.0,12.0,,
199281,,,,,,,,856.0,,342.0,,,,,,67.0,31.0,42.0,24.0,7.0,,81.0,,151.0,53.0,4.0
199306,,,,,,,,233.0,,99.0,,,,,,34.0,16.0,10.0,28.0,,,2.0,,20.0,,
199315,,,,,,,,51.0,,22.0,,,,,,8.0,1.0,1.0,3.0,,,2.0,,5.0,1.0,
199324,,,,,,,,227.0,,111.0,,,,,,31.0,6.0,8.0,11.0,,,16.0,,34.0,3.0,
199333,,,,,,,,650.0,,309.0,,,,,,40.0,9.0,17.0,43.0,1.0,,17.0,,148.0,3.0,
199412,,,,,,,,409.0,,168.0,,11.0,,,,52.0,47.0,10.0,47.0,7.0,,10.0,,48.0,1.0,2.0
199421,,,,,,,,287.0,,141.0,,,,,,33.0,4.0,10.0,9.0,,,17.0,,35.0,5.0,
199449,,,,,,,,243.0,,115.0,,,,,,31.0,3.0,4.0,5.0,,,13.0,,23.0,6.0,
199458,,,,,,,,33.0,,8.0,,,,,,1.0,2.0,2.0,,,,3.0,,4.0,,
199467,,,,,,,,119.0,,64.0,,,,,,18.0,3.0,3.0,,,,9.0,,4.0,,
199476,,,,,,,,272.0,,163.0,,,,,,24.0,5.0,6.0,18.0,,,7.0,,39.0,,
199485,,,,,,,,222.0,,122.0,,,,,,25.0,5.0,7.0,4.0,,,15.0,1.0,30.0,1.0,
199494,,,,,,,,596.0,,343.0,,,,,,43.0,7.0,28.0,26.0,,,21.0,,90.0,6.0,
199582,,,,,,,,257.0,,96.0,,,,,,38.0,9.0,5.0,17.0,5.0,,50.0,1.0,21.0,11.0,1.0
199607,,,,,,,,195.0,,86.0,,,,,,26.0,3.0,8.0,7.0,2.0,,20.0,,18.0,6.0,
199625,,,,,,,,174.0,,92.0,,,,,,16.0,12.0,3.0,4.0,,,11.0,3.0,23.0,,
199634,,,,,,,,439.0,,254.0,,,,,,34.0,7.0,7.0,11.0,,,33.0,,42.0,9.0,2.0
199643,,,,,,,,318.0,,116.0,,,,,,48.0,12.0,4.0,29.0,1.0,,32.0,,42.0,,5.0
199670,,,,,,,,8.0,,3.0,,,,,,1.0,,,,,,1.0,,2.0,,
199689,,,,,,,,24.0,,9.0,,,,,,4.0,,,,,,,5.0,6.0,,
199698,,,,,,,,172.0,,39.0,,,,,,7.0,4.0,2.0,2.0,,,84.0,,24.0,6.0,
199713,,,,,,,,9.0,,6.0,,,,,,1.0,,,,,,,,1.0,,
199722,,,,,,,,293.0,,91.0,,,,,,27.0,8.0,7.0,16.0,,,14.0,,25.0,1.0,1.0
199731,,,,,,,,289.0,,144.0,,,,,,28.0,3.0,9.0,16.0,,,15.0,,28.0,6.0,
199740,,,,,,,,263.0,,145.0,,,,,,21.0,4.0,16.0,15.0,2.0,,15.0,4.0,37.0,,
199759,,,,,,,,263.0,,86.0,1.0,,,,,36.0,9.0,7.0,6.0,,,21.0,,51.0,18.0,
199768,,,,,,,,364.0,,202.0,,,,,,43.0,3.0,9.0,6.0,,,26.0,2.0,54.0,1.0,1.0
199786,,,,,,,,382.0,,228.0,,,,,,26.0,3.0,5.0,9.0,,,20.0,,44.0,,
199795,,,,,,,,130.0,,65.0,2.0,1.0,,,,4.0,4.0,7.0,2.0,3.0,,6.0,,4.0,,
199838,,,,,,,,390.0,,169.0,,,,,,41.0,3.0,7.0,18.0,,,33.0,,52.0,2.0,1.0
199847,,,,,,,,6358.0,,1837.0,18.0,5.0,,,,317.0,768.0,785.0,219.0,678.0,,463.0,7.0,1040.0,85.0,24.0
199856,,,,,,,,1601.0,,673.0,,,,,,160.0,55.0,42.0,52.0,,,26.0,,254.0,13.0,3.0
199865,,,,,,,,232.0,,82.0,,,,,,52.0,3.0,5.0,22.0,2.0,,14.0,,22.0,17.0,
199883,,,,,,,,18.0,,14.0,,,,,,1.0,,,,,,,,2.0,,
199892,,,,,,,,450.0,,263.0,,,,,,33.0,10.0,8.0,14.0,,,42.0,,50.0,,1.0
199908,,,,,,,,295.0,,164.0,,,,,,26.0,2.0,7.0,22.0,,,20.0,2.0,36.0,0.0,
199926,,,,,,,,352.0,,179.0,,,,,,7.0,7.0,6.0,,,,,,76.0,55.0,
199953,,,,,,,,222.0,,113.0,,,,,,18.0,11.0,6.0,7.0,,,24.0,,17.0,,
199962,,,,,,,,468.0,,202.0,,,,,,32.0,14.0,16.0,52.0,7.0,,36.0,,48.0,7.0,1.0
199971,,,,,,,,10.0,,6.0,,,,,,,1.0,,,,,,,1.0,1.0,
199980,,,,,,,,6.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
199999,,,,,,,,921.0,,344.0,,,,,,93.0,59.0,49.0,46.0,8.0,,96.0,1.0,151.0,23.0,3.0
200004,,,,,,,,1497.0,,525.0,,1.0,,,,92.0,75.0,49.0,104.0,17.0,,185.0,2.0,207.0,130.0,21.0
200013,,,,,,,,62.0,,23.0,,,,,,8.0,1.0,,,,,,1.0,2.0,,
200022,,,,,,,,418.0,,206.0,,,,,,31.0,16.0,17.0,34.0,,,36.0,3.0,49.0,14.0,
200059,,,,,,,,241.0,,112.0,7.0,,,,,23.0,1.0,4.0,26.0,1.0,,28.0,3.0,24.0,,6.0
200086,,,,,,,,62.0,,19.0,,,,,,7.0,6.0,2.0,1.0,,,,,,,
200110,,,,,,,,8.0,,4.0,,,,,,4.0,,,,,,,,,,
200129,,,,,,,,5.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
200156,,,,,,,,179.0,,73.0,,,,,,10.0,1.0,3.0,29.0,0.0,,16.0,19.0,19.0,3.0,0.0
200165,,,,,,,,9.0,,4.0,,,,,,5.0,,,,,,,,,,
200192,,,,,,,,125.0,,40.0,,,,,,16.0,5.0,3.0,1.0,,,14.0,4.0,24.0,,
200208,,,,,,,,130.0,,24.0,,,,,,19.0,4.0,4.0,1.0,,,10.0,,17.0,2.0,4.0
200217,,,,,,,,408.0,,198.0,,,,,,45.0,15.0,4.0,44.0,3.0,,43.0,1.0,45.0,3.0,3.0
200226,,,,,,,,200.0,,48.0,,,,,,44.0,5.0,,12.0,4.0,,34.0,,24.0,,
200253,,,,,,,,469.0,,222.0,,,,,,30.0,9.0,8.0,33.0,4.0,,47.0,7.0,69.0,9.0,3.0
200262,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
200280,,,,,,,,2664.0,,783.0,,,,,,156.0,88.0,277.0,238.0,73.0,,247.0,,474.0,72.0,165.0
200305,,,,,,,,391.0,,179.0,,,,,,29.0,8.0,6.0,15.0,1.0,,56.0,3.0,62.0,10.0,9.0
200314,,,,,,,,125.0,,61.0,,,,,,8.0,1.0,3.0,8.0,0.0,,17.0,2.0,12.0,2.0,1.0
200332,,,,,,,,2527.0,,600.0,112.0,163.0,,,,140.0,116.0,363.0,136.0,37.0,,270.0,13.0,298.0,115.0,30.0
200341,,,,,,,,108.0,,31.0,,,,,,11.0,6.0,3.0,4.0,,,16.0,1.0,20.0,,
200387,,,,,,,,7.0,,2.0,,,,,,1.0,1.0,,,,,,1.0,2.0,0.0,
200466,,,,,,,,118.0,,33.0,,,,,,2.0,4.0,3.0,12.0,,,18.0,,8.0,9.0,11.0
200484,,,,,,,,58.0,,15.0,,,,,,5.0,1.0,2.0,4.0,,,9.0,,19.0,1.0,
200527,,,,,,,,126.0,,42.0,0.0,,,,,22.0,5.0,6.0,10.0,,,10.0,,22.0,,
200554,,,,,,,,501.0,,243.0,,,,,,,35.0,11.0,19.0,2.0,,,,,,20.0
200572,,,,,,,,223.0,,88.0,,,,,,27.0,4.0,10.0,30.0,1.0,,16.0,,28.0,7.0,7.0
200590,,,,,,,,29.0,,16.0,,,,,,3.0,1.0,,,,,,,4.0,1.0,
200624,,,,,,,,10.0,,6.0,,,,,,1.0,1.0,,,,,,,1.0,,
200633,,,,,,,,26.0,,18.0,,,,,,3.0,1.0,,,,,,3.0,0.0,,
200785,,,,,,,,41.0,,27.0,,,,,,2.0,,1.0,,,,1.0,,3.0,,
200800,,,,,,,,2733.0,,1064.0,,,,,,121.0,175.0,200.0,204.0,31.0,,316.0,11.0,268.0,87.0,31.0
200828,,,,,,,,8.0,,7.0,,,,,,0.0,,,,,,,,1.0,,
200846,,,,,,,,123.0,,65.0,,,,,,2.0,2.0,7.0,9.0,,,2.0,,10.0,8.0,
200873,,,,,,,,18.0,,5.0,,,,,,4.0,1.0,1.0,,,,,,1.0,1.0,
201016,,,,,,,,31.0,,14.0,,,,,,4.0,,1.0,,,,5.0,,1.0,0.0,
201034,,,,,,,,74.0,,59.0,,,,,,8.0,1.0,,,,,,0.0,6.0,,
201061,,,,,,,,41.0,,20.0,,,,,,5.0,3.0,,1.0,,,2.0,,7.0,,
201098,,,,,,,,19.0,,10.0,,,,,,1.0,3.0,0.0,0.0,,,,,3.0,,
201104,,,,,,,,804.0,,337.0,,,,,,149.0,12.0,20.0,49.0,5.0,,92.0,1.0,81.0,18.0,1.0
201131,,,,,,,,26.0,,18.0,,,,,,2.0,,,1.0,,,,,3.0,,
201140,,,,,,,,41.0,,10.0,,,,,,11.0,0.0,,2.0,,,8.0,,4.0,2.0,
201159,,,,,,,,98.0,,62.0,,,,,,2.0,,,2.0,13.0,,16.0,,4.0,,
201177,,,,,,,,46.0,,15.0,,,,,,12.0,11.0,2.0,,,,,,2.0,,
201195,,,,,,,,684.0,,256.0,,,,,,61.0,90.0,37.0,29.0,4.0,,80.0,,90.0,25.0,2.0
201283,,,,,,,,150.0,,73.0,,0.0,,,,22.0,4.0,5.0,6.0,,,6.0,1.0,13.0,4.0,
201371,,,,,,,,164.0,,70.0,,,,,,25.0,11.0,5.0,13.0,2.0,,5.0,11.0,15.0,3.0,
201399,,,,,,,,30.0,,18.0,,,,,,6.0,1.0,,,,,1.0,2.0,1.0,,
201432,,,,,,,,141.0,,81.0,,,,,,13.0,3.0,2.0,4.0,,,8.0,1.0,27.0,,0.0
201441,,,,,,,,2090.0,,812.0,11.0,,,,,272.0,47.0,125.0,150.0,17.0,,212.0,10.0,360.0,22.0,17.0
201469,,,,,,,,73.0,,40.0,,,,,,5.0,1.0,1.0,14.0,,,1.0,,6.0,,
201478,,,,,,,,59.0,,30.0,,,,,,,,,4.0,12.0,,6.0,,1.0,,7.0
201496,,,,,,,,22.0,,8.0,,,,,,6.0,,,,,,,,5.0,,
201539,,,,,,,,28.0,,2.0,,,,,,2.0,1.0,,,1.0,,,,3.0,,
201548,,,,,,,,513.0,,246.0,,,,,,45.0,20.0,19.0,49.0,,,15.0,,59.0,19.0,
201609,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,1.0,,
201618,,,,,,,,4.0,,3.0,,,,,,1.0,,,,,,,,,,
201627,,,,,,,,4.0,,3.0,,,,,,,,,,,,,,1.0,,
201645,,,,,,,,4378.0,,1429.0,,,,,,176.0,338.0,1250.0,112.0,48.0,,286.0,,407.0,62.0,3.0
201654,,,,,,,,629.0,,268.0,,,,,,45.0,30.0,27.0,47.0,8.0,,58.0,15.0,76.0,19.0,
201672,,,,,,,,252.0,,131.0,,,,,,27.0,8.0,11.0,6.0,,,10.0,,21.0,,
201681,,,,,,,,12.0,,6.0,,,,,,2.0,1.0,,,,,,,2.0,,
201690,,,,,,,,355.0,,124.0,,,,,,45.0,16.0,10.0,27.0,16.0,,41.0,1.0,45.0,6.0,1.0
201751,,,,,,,,34.0,,3.0,,,,,,10.0,1.0,1.0,1.0,,,2.0,5.0,6.0,,
201803,,,,,,,,63.0,,34.0,,,,,,,,1.0,,13.0,,,,,2.0,
201821,,,,,,,,75.0,,42.0,,,,,,12.0,1.0,3.0,1.0,,,,,6.0,,
201858,,,,,,,,116.0,,46.0,,1.0,,,,14.0,9.0,4.0,10.0,,,5.0,2.0,11.0,3.0,
201867,,,,,,,,10.0,,4.0,,,,,,1.0,1.0,,,,,,,3.0,,
201885,,,,,,,,5806.0,,2048.0,310.0,36.0,,,,1041.0,307.0,744.0,233.0,112.0,,373.0,8.0,302.0,148.0,59.0
201928,,,,,,,,846.0,,401.0,,,,,,124.0,24.0,41.0,10.0,,,71.0,,48.0,,6.0
201946,,,,,,,,242.0,,145.0,,8.0,,,,28.0,4.0,8.0,19.0,,,12.0,,6.0,4.0,
201955,,,,,,,,324.0,,211.0,,,,,,29.0,4.0,23.0,18.0,1.0,,16.0,,4.0,5.0,
201964,,,,,,,,422.0,,240.0,,,,,,26.0,16.0,11.0,,,,4.0,60.0,56.0,7.0,
201973,,,,,,,,351.0,,190.0,,,,,,39.0,7.0,10.0,14.0,1.0,,16.0,7.0,24.0,,
201982,,,,,,,,12.0,,8.0,,,,,,1.0,,,,,,,,3.0,,
202046,,,,,,,,150.0,,66.0,,,,,,26.0,4.0,9.0,6.0,,,3.0,,10.0,1.0,
202055,,,,,,,,20.0,,10.0,,,,,,4.0,2.0,,,,,,2.0,1.0,,
202073,,,,,,,,134.0,,64.0,,,,,,12.0,6.0,1.0,7.0,,,5.0,1.0,9.0,7.0,
202134,,,,,,,,1804.0,,728.0,,,,,,260.0,87.0,140.0,74.0,13.0,,117.0,5.0,239.0,23.0,10.0
202152,,,,,,,,15.0,,8.0,,,,,,2.0,1.0,1.0,,1.0,,,,1.0,1.0,
202161,,,,,,,,63.0,,26.0,,,,,,6.0,3.0,,,,,0.0,17.0,5.0,,
202170,,,,,,,,241.0,,120.0,,,,,,24.0,4.0,11.0,1.0,,,20.0,12.0,24.0,7.0,
202222,,,,,,,,1490.0,,683.0,,,,,,161.0,112.0,78.0,71.0,17.0,,37.0,10.0,211.0,38.0,5.0
202356,,,,,,,,2185.0,,718.0,,,,,,218.0,181.0,59.0,74.0,,,124.0,,575.0,,
202435,,,,,,,,27.0,,11.0,,,,,,5.0,2.0,0.0,,,,1.0,3.0,5.0,,
202453,,,,,,,,5.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
202480,,,,,,,,2453.0,,671.0,,,,,,447.0,58.0,469.0,124.0,8.0,,214.0,12.0,316.0,60.0,10.0
202514,,,,,,,,172.0,,59.0,,,,,,19.0,20.0,2.0,30.0,4.0,,1.0,,21.0,8.0,
202523,,,,,,,,674.0,,258.0,,,,,,110.0,5.0,29.0,35.0,9.0,,73.0,,120.0,21.0,
202639,,,,,,,,6.0,,4.0,,,,,,,,,,,,,,1.0,,
202648,,,,,,,,202.0,,104.0,,3.0,,,,31.0,3.0,14.0,1.0,,,14.0,,28.0,,
202657,,,,,,,,35.0,,22.0,,,,,,4.0,2.0,1.0,1.0,,,,,5.0,,
202684,,,,,,,,64.0,,31.0,,,,,,8.0,1.0,1.0,15.0,,,1.0,,5.0,,
202736,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
202763,,,,,,,,620.0,,234.0,,,,,,77.0,19.0,26.0,56.0,18.0,,65.0,2.0,76.0,12.0,2.0
202806,,,,,,,,596.0,,306.0,,,,,,67.0,30.0,43.0,9.0,,,34.0,,23.0,4.0,
202888,,,,,,,,6.0,,3.0,,,,,,1.0,1.0,,,,,,,0.0,,
202903,,,,,,,,56.0,,24.0,,,,,,4.0,2.0,1.0,5.0,,,3.0,2.0,5.0,5.0,
202912,,,,,,,,67.0,,32.0,,,,,,13.0,,2.0,,,,,,10.0,,
202949,,,,,,,,42.0,,20.0,,,,,,8.0,,,1.0,,,1.0,,7.0,,
202985,,,,,,,,7.0,,5.0,,,,,,1.0,,,,,,,,1.0,,
203030,,,,,,,,13.0,,12.0,,,,,,,,1.0,,,,,,,,
203067,,,,,,,,215.0,,68.0,1.0,1.0,,,,46.0,11.0,6.0,13.0,,,12.0,0.0,32.0,,
203085,,,,,,,,253.0,,83.0,7.0,,,,,37.0,4.0,8.0,34.0,0.0,,29.0,2.0,33.0,8.0,
203128,,,,,,,,256.0,,104.0,,,,,,27.0,13.0,14.0,35.0,4.0,,5.0,2.0,30.0,1.0,1.0
203146,,,,,,,,42.0,,26.0,,,,,,3.0,1.0,,,,,,2.0,6.0,1.0,2.0
203155,,,,,,,,381.0,,187.0,,,,,,41.0,12.0,11.0,12.0,,,56.0,,28.0,12.0,
203225,,,,,,,,18.0,,7.0,,,,,,4.0,2.0,,,,,,2.0,1.0,,
203234,,,,,,,,14.0,,4.0,,,,,,3.0,,,,,,,,1.0,,
203289,,,,,,,,16.0,,8.0,,,,,,3.0,,,,,,,2.0,2.0,1.0,
203313,,,,,,,,37.0,,14.0,,,,,,6.0,1.0,1.0,,,,,,13.0,,
203331,,,,,,,,213.0,,118.0,,5.0,,,,22.0,7.0,6.0,,,,7.0,,24.0,,
203368,,,,,,,,646.0,,260.0,,,,,,101.0,4.0,25.0,111.0,,,19.0,,90.0,21.0,3.0
203386,,,,,,,,184.0,,113.0,,,,,,35.0,5.0,2.0,10.0,,,,,9.0,,
203438,,,,,,,,19.0,,12.0,,,,,,3.0,,,,,,,4.0,0.0,,
203447,,,,,,,,124.0,,70.0,,,,,,12.0,8.0,2.0,,1.0,,2.0,1.0,13.0,3.0,
203456,,,,,,,,68.0,,39.0,,,,,,4.0,4.0,2.0,,1.0,,3.0,,11.0,1.0,
203465,,,,,,,,311.0,,161.0,,,,,,14.0,21.0,7.0,10.0,1.0,,35.0,2.0,37.0,5.0,
203474,,,,,,,,127.0,,75.0,,,,,,4.0,9.0,3.0,2.0,1.0,,6.0,,17.0,3.0,
203483,,,,,,,,162.0,,78.0,,,,,,10.0,11.0,1.0,19.0,1.0,,15.0,0.0,21.0,1.0,
203492,,,,,,,,111.0,,72.0,,,,,,8.0,1.0,2.0,2.0,0.0,,4.0,0.0,10.0,4.0,
203517,,,,,,,,3561.0,,1216.0,,,,,,395.0,471.0,229.0,146.0,33.0,,340.0,9.0,428.0,128.0,23.0
203526,,,,,,,,124.0,,76.0,,,,,,7.0,8.0,2.0,,,,4.0,,12.0,4.0,
